upc,price,quantity,internal_id,department,name,properties,tags
860001867237,14.22,.00000000,,BEER,Lemon Ice Tea Lover Boy,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
860001867251,14.22,.00000000,,BEER,white tea peach Lover boy,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
860265002429,3.2,.00000000,,LIQUOR,Skrewball 50ml Peanut Butter whiskey,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
867636000015,17.11,.00000000,,LIQUOR,Fisher Island lemonade,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
891278002298,10.69,.00000000,,LIQUOR,Citrus Rush Monaco,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
891278002458,10.69,.00000000,,LIQUOR,Blue rush Monaco,"{""department"": ""LIQUOR"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
892480001116,10.69,.00000000,,BEER,Amber 4pk Cape Ann,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
892480100017,10.69,.00000000,,BEER,Easy IPA Cape Ann Brew,"{""department"": ""BEER"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
898195001014,7.48,.00000000,,Soda,4pk Tonic Water Fever Tree,"{""department"": ""Soda"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
898195001656,8.01,.00000000,,Soda,Elder Flower Tonic Water Fever Tree,"{""department"": ""Soda"", ""vendor"": ""NONE"", ""description"": ""NULL""}",['high_margin']
,0.0,.00000000,biz_id_2466,BEER,NSB Briar Weisse (6) 4 x 16oz,"{""department"": ""BEER"", ""vendor"": ""6172944233"", ""description"": ""NULL""}",['low_margin']
